datetime,score
2016-02-04 17:45:00,0.3612
2016-02-04 18:00:00,0.0
2016-02-04 18:15:00,0.694
2016-02-04 18:30:00,0.0
2016-02-04 18:45:00,0.0
2016-02-04 19:00:00,0.0
2016-02-04 19:15:00,0.0
2016-02-04 19:30:00,0.0
2016-02-04 19:45:00,0.3578
2016-02-04 20:00:00,0.0
2016-02-04 20:15:00,-0.25
2016-02-04 20:30:00,0.7755
2016-02-04 20:45:00,0.7906
2016-02-04 21:00:00,0.0
2016-02-04 21:15:00,0.7906
2016-02-04 21:30:00,0.3089
2016-02-04 21:45:00,0.0
2016-02-05 15:30:00,0.4588
2016-02-05 15:45:00,-0.2728
2016-02-05 16:00:00,0.0
2016-02-05 16:15:00,-0.5473
2016-02-05 16:30:00,0.1531
2016-02-05 16:45:00,0.0
2016-02-05 17:00:00,0.3774
2016-02-05 17:15:00,-0.357
2016-02-05 17:30:00,0.0
2016-02-05 17:45:00,-0.357
2016-02-05 18:00:00,0.7351
2016-02-05 18:15:00,-0.34
2016-02-05 18:30:00,-0.4019
2016-02-05 18:45:00,0.0
2016-02-05 19:00:00,0.0
2016-02-05 19:15:00,-0.4767
2016-02-05 19:30:00,0.722
2016-02-05 19:45:00,0.0
2016-02-05 20:00:00,-0.5106
2016-02-05 20:15:00,-0.6199
2016-02-05 20:30:00,0.0
2016-02-05 20:45:00,0.0
2016-02-05 21:00:00,0.0
2016-02-05 21:15:00,0.128
2016-02-05 21:30:00,-0.4767
2016-02-05 21:45:00,0.0
2016-02-08 15:30:00,-0.4973
2016-02-08 15:45:00,0.5574
2016-02-08 16:00:00,0.1531
2016-02-08 16:15:00,0.4019
2016-02-08 16:30:00,0.3774
2016-02-08 16:45:00,0.0
2016-02-08 17:00:00,0.0
2016-02-08 17:15:00,0.5562
2016-02-08 17:30:00,0.0
2016-02-08 17:45:00,0.0
2016-02-08 18:00:00,0.0
2016-02-08 18:15:00,0.0
2016-02-08 18:30:00,0.0
2016-02-08 18:45:00,0.4404
2016-02-08 19:00:00,0.722
2016-02-08 19:15:00,-0.6124
2016-02-08 19:30:00,0.0
2016-02-08 19:45:00,-0.4389
2016-02-08 20:00:00,0.3818
2016-02-08 20:15:00,-0.7184
2016-02-08 20:30:00,0.7579
2016-02-08 20:45:00,0.6124
2016-02-08 21:00:00,-0.4767
2016-02-08 21:15:00,0.0
2016-02-08 21:30:00,0.3089
2016-02-08 21:45:00,0.0
2016-02-09 15:30:00,0.1531
2016-02-09 15:45:00,0.6124
2016-02-09 16:00:00,0.3774
2016-02-09 16:15:00,0.0
2016-02-09 16:30:00,0.0
2016-02-09 16:45:00,0.6249
2016-02-09 17:00:00,0.0
2016-02-09 17:15:00,0.0
2016-02-09 17:30:00,-0.4019
2016-02-09 17:45:00,0.0
2016-02-09 18:00:00,0.0
2016-02-09 18:15:00,-0.296
2016-02-09 18:30:00,0.722
2016-02-09 18:45:00,-0.7506
2016-02-09 19:00:00,0.0
2016-02-09 19:15:00,0.197
2016-02-09 19:30:00,0.0
2016-02-09 19:45:00,0.0
2016-02-09 20:00:00,0.7579
2016-02-09 20:15:00,0.3382
2016-02-09 20:30:00,0.0
2016-02-09 20:45:00,0.0
2016-02-09 21:00:00,0.0
2016-02-09 21:15:00,0.0
2016-02-09 21:30:00,0.3089
2016-02-09 21:45:00,0.0
2016-02-10 15:30:00,0.3774
2016-02-10 15:45:00,0.0
2016-02-10 16:00:00,0.0
2016-02-10 16:15:00,0.0
2016-02-10 16:30:00,0.0
2016-02-10 16:45:00,0.0
2016-02-10 17:00:00,0.0
2016-02-10 17:15:00,0.5473
2016-02-10 17:30:00,0.0
2016-02-10 17:45:00,0.0
2016-02-10 18:00:00,0.0
2016-02-10 18:15:00,0.0
2016-02-10 18:30:00,0.0
2016-02-10 18:45:00,0.4329
2016-02-10 19:00:00,0.0
2016-02-10 19:15:00,0.5719
2016-02-10 19:30:00,0.7579
2016-02-10 19:45:00,0.0
2016-02-10 20:00:00,-0.4767
2016-02-10 20:15:00,0.0
2016-02-10 20:30:00,0.0258
2016-02-10 20:45:00,0.0
2016-02-10 21:00:00,0.0
2016-02-10 21:15:00,0.872
2016-02-10 21:30:00,0.0
2016-02-10 21:45:00,0.0
2016-02-11 15:30:00,0.0
2016-02-11 15:45:00,0.7184
2016-02-11 16:00:00,0.0
2016-02-11 16:15:00,0.0
2016-02-11 16:30:00,-0.4019
2016-02-11 16:45:00,-0.5719
2016-02-11 17:00:00,0.0
2016-02-11 17:15:00,0.2477
2016-02-11 17:30:00,0.722
2016-02-11 17:45:00,0.0
2016-02-11 18:00:00,0.0
2016-02-11 18:15:00,0.6249
2016-02-11 18:30:00,0.3818
